Game,Date,Round,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Margin,Season,Round.Type,Round.Number,seas_rnd,Venue,hInside.50s,hMarks.Inside.50,hTackles,hOne.Percenters,aInside.50s,aMarks.Inside.50,aTackles,aOne.Percenters
14778,11/9/2015,QF,West Coast,14,12,96,Hawthorn,9,10,64,32,2015,Finals,24,201524,Domain Stadium,40,10,9,59,40,10,9,59
14779,12/9/2015,QF,Fremantle,10,9,69,Sydney,7,18,60,9,2015,Finals,24,201524,Domain Stadium,53,12,18,44,53,12,18,44
14780,12/9/2015,EF,Footscray,14,18,102,Adelaide,16,13,109,-7,2015,Finals,24,201524,MCG,55,11,7,54,55,11,7,54
14781,13/9/2015,EF,Richmond,14,4,88,North Melbourne,15,15,105,-17,2015,Finals,24,201524,MCG,55,14,13,39,55,14,13,39
14782,18/9/2015,SF,Hawthorn,21,9,135,Adelaide,8,13,61,74,2015,Finals,25,201525,MCG,44,10,7,45,44,10,7,45
14783,19/9/2015,SF,Sydney,7,9,51,North Melbourne,11,11,77,-26,2015,Finals,25,201525,Accor Stadium,51,15,8,44,51,15,8,44
14784,25/9/2015,PF,Fremantle,10,7,67,Hawthorn,15,4,94,-27,2015,Finals,26,201526,Domain Stadium,42,8,8,59,42,8,8,59
14785,26/9/2015,PF,West Coast,10,20,80,North Melbourne,7,13,55,25,2015,Finals,26,201526,Domain Stadium,44,11,8,35,44,11,8,35
14787,24/3/2016,R1,Richmond,14,8,92,Carlton,12,11,83,9,2016,Regular,01,201601,MCG,57,18,8,43,57,18,8,43
14788,26/3/2016,R1,Melbourne,12,8,80,GWS,10,18,78,2,2016,Regular,01,201601,MCG,50,14,10,60,50,14,10,60
14789,26/3/2016,R1,Gold Coast,17,19,121,Essendon,9,6,60,61,2016,Regular,01,201601,People First Stadium,40,8,3,47,40,8,3,47
14790,26/3/2016,R1,North Melbourne,16,11,107,Adelaide,14,13,97,10,2016,Regular,01,201601,Marvel Stadium,57,8,17,57,57,8,17,57
14791,26/3/2016,R1,Sydney,18,25,133,Collingwood,7,11,53,80,2016,Regular,01,201601,SCG,45,5,18,56,45,5,18,56
14792,27/3/2016,R1,Footscray,15,13,103,Fremantle,5,8,38,65,2016,Regular,01,201601,Marvel Stadium,30,9,4,40,30,9,4,40
14793,27/3/2016,R1,Port Adelaide,20,13,133,St Kilda,15,10,100,33,2016,Regular,01,201601,Adelaide Oval,58,12,10,62,58,12,10,62
14794,27/3/2016,R1,West Coast,26,10,166,Brisbane Lions,15,12,102,64,2016,Regular,01,201601,Domain Stadium,45,10,7,53,45,10,7,53
14795,28/3/2016,R1,Geelong,18,8,116,Hawthorn,12,14,86,30,2016,Regular,01,201601,MCG,46,6,14,42,46,6,14,42
14796,1/4/2016,R2,Collingwood,13,9,87,Richmond,12,14,86,1,2016,Regular,02,201602,MCG,50,19,14,47,50,19,14,47
14797,2/4/2016,R2,Adelaide,22,12,144,Port Adelaide,11,20,86,58,2016,Regular,02,201602,Adelaide Oval,70,6,10,68,70,6,10,68
14798,2/4/2016,R2,Essendon,11,14,80,Melbourne,10,7,67,13,2016,Regular,02,201602,MCG,41,9,8,25,41,9,8,25
14799,2/4/2016,R2,Brisbane Lions,11,17,83,North Melbourne,17,15,117,-34,2016,Regular,02,201602,Gabba,49,18,14,29,49,18,14,29
14800,2/4/2016,R2,St Kilda,5,6,36,Footscray,13,15,93,-57,2016,Regular,02,201602,Marvel Stadium,58,12,11,25,58,12,11,25
14801,2/4/2016,R2,Fremantle,14,16,100,Gold Coast,19,12,126,-26,2016,Regular,02,201602,Domain Stadium,50,14,4,45,50,14,4,45
14802,3/4/2016,R2,GWS,13,11,89,Geelong,11,10,76,13,2016,Regular,02,201602,Manuka Oval,48,11,9,42,48,11,9,42
14803,3/4/2016,R2,Hawthorn,14,15,99,West Coast,7,11,53,46,2016,Regular,02,201602,MCG,34,7,18,48,34,7,18,48
14804,3/4/2016,R2,Carlton,10,11,71,Sydney,20,11,131,-60,2016,Regular,02,201602,Marvel Stadium,69,15,8,42,69,15,8,42
14805,8/4/2016,R3,Port Adelaide,17,10,112,Essendon,7,9,51,61,2016,Regular,03,201603,Adelaide Oval,41,9,4,49,41,9,4,49
14806,9/4/2016,R3,St Kilda,18,11,119,Collingwood,14,6,90,29,2016,Regular,03,201603,MCG,49,10,2,40,49,10,2,40
14807,9/4/2016,R3,Richmond,13,14,92,Adelaide,19,14,128,-36,2016,Regular,03,201603,Marvel Stadium,57,4,16,48,57,4,16,48
14808,9/4/2016,R3,Sydney,14,9,93,GWS,10,8,68,25,2016,Regular,03,201603,SCG,47,9,11,50,47,9,11,50
14809,9/4/2016,R3,Gold Coast,13,17,95,Carlton,5,11,41,54,2016,Regular,03,201603,People First Stadium,49,5,5,43,49,5,5,43
14810,9/4/2016,R3,West Coast,12,20,92,Fremantle,8,11,59,33,2016,Regular,03,201603,Domain Stadium,37,9,16,49,37,9,16,49
14811,10/4/2016,R3,North Melbourne,21,10,136,Melbourne,20,11,131,5,2016,Regular,03,201603,Blundstone Arena,63,10,14,47,63,10,14,47
14812,10/4/2016,R3,Footscray,13,12,90,Hawthorn,14,9,93,-3,2016,Regular,03,201603,Marvel Stadium,46,10,7,57,46,10,7,57
14813,10/4/2016,R3,Geelong,18,17,125,Brisbane Lions,7,14,56,69,2016,Regular,03,201603,GMHBA Stadium,35,9,5,43,35,9,5,43
14814,15/4/2016,R4,West Coast,18,17,125,Richmond,9,3,57,68,2016,Regular,04,201604,Domain Stadium,27,8,3,40,27,8,3,40
14815,16/4/2016,R4,Essendon,6,6,42,Geelong,9,18,72,-30,2016,Regular,04,201604,MCG,50,19,11,36,50,19,11,36
14816,16/4/2016,R4,Hawthorn,13,9,87,St Kilda,13,6,84,3,2016,Regular,04,201604,UTAS Stadium,46,12,12,44,46,12,12,44
14817,16/4/2016,R4,Brisbane Lions,14,23,107,Gold Coast,14,10,94,13,2016,Regular,04,201604,Gabba,48,12,8,53,48,12,8,53
14818,16/4/2016,R4,Carlton,7,7,49,Footscray,13,7,85,-36,2016,Regular,04,201604,Marvel Stadium,50,6,16,53,50,6,16,53
14819,16/4/2016,R4,Adelaide,16,17,113,Sydney,15,13,103,10,2016,Regular,04,201604,Adelaide Oval,57,8,19,49,57,8,19,49
14820,17/4/2016,R4,GWS,22,19,151,Port Adelaide,9,11,65,86,2016,Regular,04,201604,Manuka Oval,41,4,0,57,41,4,0,57
14821,17/4/2016,R4,Collingwood,9,13,67,Melbourne,16,6,102,-35,2016,Regular,04,201604,MCG,57,13,12,56,57,13,12,56
14822,17/4/2016,R4,North Melbourne,20,12,132,Fremantle,14,17,101,31,2016,Regular,04,201604,Marvel Stadium,46,13,7,44,46,13,7,44
14823,22/4/2016,R5,Hawthorn,17,10,112,Adelaide,17,7,109,3,2016,Regular,05,201605,MCG,48,12,10,44,48,12,10,44
14824,23/4/2016,R5,Sydney,12,16,88,West Coast,7,7,49,39,2016,Regular,05,201605,SCG,59,8,16,55,59,8,16,55
14825,23/4/2016,R5,Gold Coast,11,15,81,North Melbourne,18,11,119,-38,2016,Regular,05,201605,People First Stadium,62,14,14,45,62,14,14,45
14826,23/4/2016,R5,Footscray,17,18,120,Brisbane Lions,10,7,67,53,2016,Regular,05,201605,Marvel Stadium,31,8,10,46,31,8,10,46
14827,23/4/2016,R5,Port Adelaide,8,11,59,Geelong,16,11,107,-48,2016,Regular,05,201605,Adelaide Oval,58,16,14,50,58,16,14,50
14828,24/4/2016,R5,St Kilda,12,7,79,GWS,19,12,126,-47,2016,Regular,05,201605,Marvel Stadium,63,13,8,59,63,13,8,59
14829,24/4/2016,R5,Fremantle,9,14,68,Carlton,10,12,72,-4,2016,Regular,05,201605,Domain Stadium,47,13,11,49,47,13,11,49
14830,24/4/2016,R5,Melbourne,20,9,129,Richmond,14,12,96,33,2016,Regular,05,201605,MCG,56,8,12,45,56,8,12,45
14831,25/4/2016,R5,Collingwood,22,10,142,Essendon,11,7,73,69,2016,Regular,05,201605,MCG,51,15,9,36,51,15,9,36
14832,29/4/2016,R6,North Melbourne,9,7,61,Footscray,6,9,45,16,2016,Regular,06,201606,Marvel Stadium,56,9,17,56,56,9,17,56
14833,30/4/2016,R6,Melbourne,15,6,96,St Kilda,20,15,135,-39,2016,Regular,06,201606,Marvel Stadium,55,19,11,35,55,19,11,35
14834,30/4/2016,R6,Adelaide,14,13,97,Fremantle,8,16,64,33,2016,Regular,06,201606,Adelaide Oval,52,14,11,55,52,14,11,55
14835,30/4/2016,R6,GWS,24,14,158,Hawthorn,12,11,83,75,2016,Regular,06,201606,ENGIE Stadium,50,11,6,57,50,11,6,57
14836,30/4/2016,R6,Geelong,25,18,168,Gold Coast,7,6,48,120,2016,Regular,06,201606,GMHBA Stadium,33,3,6,42,33,3,6,42
14837,30/4/2016,R6,Richmond,8,11,59,Port Adelaide,13,16,94,-35,2016,Regular,06,201606,MCG,62,13,15,73,62,13,15,73
14838,1/5/2016,R6,Brisbane Lions,14,10,94,Sydney,15,7,97,-3,2016,Regular,06,201606,Gabba,56,11,20,61,56,11,20,61
14839,1/5/2016,R6,Carlton,10,12,72,Essendon,8,9,57,15,2016,Regular,06,201606,MCG,47,6,6,53,47,6,6,53
14840,1/5/2016,R6,West Coast,18,16,124,Collingwood,9,8,62,62,2016,Regular,06,201606,Domain Stadium,33,8,7,43,33,8,7,43
14841,6/5/2016,R7,Richmond,13,12,90,Hawthorn,21,10,136,-46,2016,Regular,07,201607,MCG,55,17,9,50,55,17,9,50
14842,7/5/2016,R7,Collingwood,12,12,84,Carlton,15,9,99,-15,2016,Regular,07,201607,MCG,57,16,10,56,57,16,10,56
14843,7/5/2016,R7,Geelong,18,15,123,West Coast,12,7,79,44,2016,Regular,07,201607,GMHBA Stadium,43,9,6,35,43,9,6,35
14844,7/5/2016,R7,Sydney,20,15,135,Essendon,7,12,54,81,2016,Regular,07,201607,SCG,47,4,11,42,47,4,11,42
14845,7/5/2016,R7,Gold Coast,14,3,87,Melbourne,24,16,160,-73,2016,Regular,07,201607,People First Stadium,75,15,22,35,75,15,22,35
14846,7/5/2016,R7,Footscray,18,15,123,Adelaide,17,6,108,15,2016,Regular,07,201607,Marvel Stadium,37,13,6,35,37,13,6,35
14847,7/5/2016,R7,Fremantle,11,11,77,GWS,14,11,95,-18,2016,Regular,07,201607,Domain Stadium,45,8,18,62,45,8,18,62
14848,8/5/2016,R7,St Kilda,11,9,75,North Melbourne,11,16,82,-7,2016,Regular,07,201607,Marvel Stadium,60,9,7,52,60,9,7,52
14849,8/5/2016,R7,Port Adelaide,21,10,136,Brisbane Lions,7,17,59,77,2016,Regular,07,201607,Adelaide Oval,51,5,17,61,51,5,17,61
14850,13/5/2016,R8,Adelaide,11,6,72,Geelong,13,20,98,-26,2016,Regular,08,201608,Adelaide Oval,61,14,10,61,61,14,10,61
14851,14/5/2016,R8,Essendon,8,12,60,North Melbourne,10,14,74,-14,2016,Regular,08,201608,Marvel Stadium,48,14,7,54,48,14,7,54
14852,14/5/2016,R8,Hawthorn,17,14,116,Fremantle,11,9,75,41,2016,Regular,08,201608,UTAS Stadium,41,9,24,39,41,9,24,39
14853,14/5/2016,R8,GWS,22,17,149,Gold Coast,9,4,58,91,2016,Regular,08,201608,ENGIE Stadium,36,5,2,38,36,5,2,38
14854,14/5/2016,R8,Brisbane Lions,10,5,65,Collingwood,20,23,143,-78,2016,Regular,08,201608,Gabba,70,19,5,58,70,19,5,58
14855,14/5/2016,R8,Richmond,14,17,101,Sydney,15,10,100,1,2016,Regular,08,201608,MCG,49,8,4,55,49,8,4,55
14856,15/5/2016,R8,Carlton,14,9,93,Port Adelaide,13,13,91,2,2016,Regular,08,201608,Marvel Stadium,56,6,7,54,56,6,7,54
14857,15/5/2016,R8,Melbourne,12,10,82,Footscray,17,12,114,-32,2016,Regular,08,201608,MCG,61,12,13,51,61,12,13,51
14858,15/5/2016,R8,West Coast,20,12,132,St Kilda,3,11,29,103,2016,Regular,08,201608,Domain Stadium,37,5,13,58,37,5,13,58
14859,20/5/2016,R9,Hawthorn,7,13,55,Sydney,10,9,69,-14,2016,Regular,09,201609,MCG,40,10,17,40,40,10,17,40
14860,21/5/2016,R9,Collingwood,16,8,104,Geelong,11,14,80,24,2016,Regular,09,201609,MCG,54,17,12,52,54,17,12,52
14861,21/5/2016,R9,Gold Coast,11,8,74,Adelaide,22,17,149,-75,2016,Regular,09,201609,People First Stadium,71,19,16,28,71,19,16,28
14862,21/5/2016,R9,Port Adelaide,13,8,86,West Coast,14,10,94,-8,2016,Regular,09,201609,Adelaide Oval,61,10,16,58,61,10,16,58
14863,21/5/2016,R9,North Melbourne,17,11,113,Carlton,6,10,46,67,2016,Regular,09,201609,Marvel Stadium,46,8,17,38,46,8,17,38
14864,21/5/2016,R9,Fremantle,6,9,45,Richmond,11,17,83,-38,2016,Regular,09,201609,Domain Stadium,43,10,12,50,43,10,12,50
14865,22/5/2016,R9,Melbourne,19,17,131,Brisbane Lions,9,14,68,63,2016,Regular,09,201609,MCG,46,12,7,39,46,12,7,39
14866,22/5/2016,R9,GWS,15,8,98,Footscray,10,13,73,25,2016,Regular,09,201609,ENGIE Stadium,51,11,5,52,51,11,5,52
14867,22/5/2016,R9,St Kilda,16,13,109,Essendon,9,9,63,46,2016,Regular,09,201609,Marvel Stadium,40,10,3,54,40,10,3,54
14868,27/5/2016,R10,Sydney,14,7,91,North Melbourne,9,11,65,26,2016,Regular,10,201610,SCG,52,6,8,35,52,6,8,35
14869,28/5/2016,R10,Brisbane Lions,13,9,87,Hawthorn,21,9,135,-48,2016,Regular,10,201610,Gabba,61,17,11,43,61,17,11,43
14870,28/5/2016,R10,Melbourne,10,16,76,Port Adelaide,18,13,121,-45,2016,Regular,10,201610,TIO Traeger Park,54,15,12,47,54,15,12,47
14871,28/5/2016,R10,St Kilda,15,11,101,Fremantle,10,7,67,34,2016,Regular,10,201610,Marvel Stadium,52,3,25,45,52,3,25,45
14872,28/5/2016,R10,Essendon,10,7,67,Richmond,16,9,105,-38,2016,Regular,10,201610,MCG,53,19,4,53,53,19,4,53
14873,28/5/2016,R10,Adelaide,15,17,107,GWS,13,7,85,22,2016,Regular,10,201610,Adelaide Oval,52,11,5,49,52,11,5,49
14874,29/5/2016,R10,Carlton,16,8,104,Geelong,12,13,85,19,2016,Regular,10,201610,Marvel Stadium,50,12,11,35,50,12,11,35
14875,29/5/2016,R10,Collingwood,7,11,53,Footscray,11,8,74,-21,2016,Regular,10,201610,MCG,49,14,9,44,49,14,9,44
14876,29/5/2016,R10,West Coast,20,12,132,Gold Coast,7,13,55,77,2016,Regular,10,201610,Domain Stadium,36,11,7,39,36,11,7,39
14877,3/6/2016,R11,North Melbourne,18,16,124,Richmond,7,12,54,70,2016,Regular,11,201611,Blundstone Arena,41,8,14,44,41,8,14,44
14878,4/6/2016,R11,Hawthorn,11,16,82,Melbourne,10,4,64,18,2016,Regular,11,201611,MCG,50,6,8,59,50,6,8,59
14879,4/6/2016,R11,Carlton,16,6,102,Brisbane Lions,9,10,64,38,2016,Regular,11,201611,Marvel Stadium,44,12,7,37,44,12,7,37
14880,4/6/2016,R11,Geelong,14,14,98,GWS,14,4,88,10,2016,Regular,11,201611,GMHBA Stadium,48,8,13,56,48,8,13,56
14881,4/6/2016,R11,Gold Coast,6,5,41,Sydney,11,13,79,-38,2016,Regular,11,201611,People First Stadium,58,11,23,76,58,11,23,76
14882,4/6/2016,R11,Fremantle,20,6,126,Essendon,6,11,47,79,2016,Regular,11,201611,Domain Stadium,38,7,3,35,38,7,3,35
14883,5/6/2016,R11,Collingwood,7,16,58,Port Adelaide,19,11,125,-67,2016,Regular,11,201611,MCG,59,10,10,75,59,10,10,75
14884,5/6/2016,R11,Footscray,12,11,83,West Coast,11,9,75,8,2016,Regular,11,201611,Marvel Stadium,49,12,14,42,49,12,14,42
14885,5/6/2016,R11,Adelaide,19,19,133,St Kilda,6,9,45,88,2016,Regular,11,201611,Adelaide Oval,30,8,4,39,30,8,4,39
14886,10/6/2016,R12,Essendon,6,7,43,Hawthorn,23,13,151,-108,2016,Regular,12,201612,Marvel Stadium,66,13,14,58,66,13,14,58
14887,11/6/2016,R12,Port Adelaide,14,13,97,Footscray,15,10,100,-3,2016,Regular,12,201612,Adelaide Oval,51,12,5,68,51,12,5,68
14888,11/6/2016,R12,Brisbane Lions,9,10,64,Fremantle,23,9,147,-83,2016,Regular,12,201612,Gabba,59,13,9,45,59,13,9,45
14889,11/6/2016,R12,Geelong,15,15,105,North Melbourne,12,2,74,31,2016,Regular,12,201612,Marvel Stadium,43,11,9,31,43,11,9,31
14890,11/6/2016,R12,West Coast,11,10,76,Adelaide,15,15,105,-29,2016,Regular,12,201612,Domain Stadium,65,14,10,55,65,14,10,55
14891,12/6/2016,R12,St Kilda,17,8,110,Carlton,12,6,78,32,2016,Regular,12,201612,Marvel Stadium,48,14,7,41,48,14,7,41
14892,12/6/2016,R12,Richmond,17,12,114,Gold Coast,15,7,97,17,2016,Regular,12,201612,MCG,49,17,16,53,49,17,16,53
14893,12/6/2016,R12,GWS,15,15,105,Sydney,9,9,63,42,2016,Regular,12,201612,ENGIE Stadium,52,8,13,50,52,8,13,50
14894,13/6/2016,R12,Melbourne,16,8,104,Collingwood,8,10,58,46,2016,Regular,12,201612,MCG,48,13,15,44,48,13,15,44
14895,17/6/2016,R13,North Melbourne,11,18,84,Hawthorn,14,9,93,-9,2016,Regular,13,201613,Marvel Stadium,48,8,14,68,48,8,14,68
14896,18/6/2016,R13,Brisbane Lions,12,10,82,West Coast,20,11,131,-49,2016,Regular,13,201613,Gabba,57,16,13,46,57,16,13,46
14897,18/6/2016,R13,Fremantle,12,14,86,Port Adelaide,9,15,69,17,2016,Regular,13,201613,Domain Stadium,45,6,17,57,45,6,17,57
14898,18/6/2016,R13,Footscray,5,13,43,Geelong,16,4,100,-57,2016,Regular,13,201613,Marvel Stadium,44,20,10,37,44,20,10,37
14899,19/6/2016,R13,Sydney,12,14,86,Melbourne,4,7,31,55,2016,Regular,13,201613,SCG,47,4,18,57,47,4,18,57
14900,19/6/2016,R13,Essendon,12,18,90,GWS,17,15,117,-27,2016,Regular,13,201613,Marvel Stadium,60,9,15,46,60,9,15,46
14901,23/6/2016,R14,Adelaide,12,28,100,North Melbourne,10,7,67,33,2016,Regular,14,201614,Adelaide Oval,51,7,19,38,51,7,19,38
14902,24/6/2016,R14,Collingwood,12,13,85,Fremantle,5,7,37,48,2016,Regular,14,201614,MCG,37,6,11,49,37,6,11,49
14903,25/6/2016,R14,Richmond,17,15,117,Brisbane Lions,11,9,75,42,2016,Regular,14,201614,MCG,34,9,3,41,34,9,3,41
14904,25/6/2016,R14,GWS,18,19,127,Carlton,9,11,65,62,2016,Regular,14,201614,ENGIE Stadium,42,11,9,43,42,11,9,43
14905,25/6/2016,R14,St Kilda,14,9,93,Geelong,13,12,90,3,2016,Regular,14,201614,Marvel Stadium,52,15,4,44,52,15,4,44
14906,26/6/2016,R14,Hawthorn,12,14,86,Gold Coast,8,12,60,26,2016,Regular,14,201614,UTAS Stadium,47,10,7,61,47,10,7,61
14907,30/6/2016,R15,West Coast,20,10,130,Essendon,7,10,52,78,2016,Regular,15,201615,Domain Stadium,37,8,13,44,37,8,13,44
14908,1/7/2016,R15,Port Adelaide,14,10,94,Richmond,8,8,56,38,2016,Regular,15,201615,Adelaide Oval,51,7,13,59,51,7,13,59
14909,2/7/2016,R15,Gold Coast,15,18,108,St Kilda,8,20,68,40,2016,Regular,15,201615,People First Stadium,62,12,10,39,62,12,10,39
14910,2/7/2016,R15,Sydney,11,13,79,Footscray,13,5,83,-4,2016,Regular,15,201615,SCG,56,8,12,54,56,8,12,54
14911,2/7/2016,R15,Carlton,6,9,45,Collingwood,8,9,57,-12,2016,Regular,15,201615,MCG,41,12,9,50,41,12,9,50
14912,3/7/2016,R15,Melbourne,15,8,98,Adelaide,18,12,120,-22,2016,Regular,15,201615,MCG,53,16,12,56,53,16,12,56
14913,7/7/2016,R16,Port Adelaide,12,7,79,Hawthorn,15,11,101,-22,2016,Regular,16,201616,Adelaide Oval,51,9,15,67,51,9,15,67
14914,8/7/2016,R16,Geelong,9,6,60,Sydney,15,8,98,-38,2016,Regular,16,201616,GMHBA Stadium,43,13,4,48,43,13,4,48
14915,9/7/2016,R16,GWS,14,9,93,Collingwood,19,11,125,-32,2016,Regular,16,201616,ENGIE Stadium,67,18,15,55,67,18,15,55
14916,9/7/2016,R16,Gold Coast,22,7,139,Brisbane Lions,17,11,113,26,2016,Regular,16,201616,People First Stadium,59,14,12,44,59,14,12,44
14917,9/7/2016,R16,Footscray,12,13,85,Richmond,11,9,75,10,2016,Regular,16,201616,Marvel Stadium,45,13,2,38,45,13,2,38
14918,9/7/2016,R16,Melbourne,12,15,87,Fremantle,8,7,55,32,2016,Regular,16,201616,TIO Stadium,41,7,13,60,41,7,13,60
14919,10/7/2016,R16,Carlton,7,5,47,Adelaide,16,11,107,-60,2016,Regular,16,201616,MCG,59,15,21,63,59,15,21,63
14920,10/7/2016,R16,West Coast,16,8,104,North Melbourne,11,6,72,32,2016,Regular,16,201616,Domain Stadium,48,11,16,38,48,11,16,38
14921,10/7/2016,R16,Essendon,14,14,98,St Kilda,17,7,109,-11,2016,Regular,16,201616,Marvel Stadium,58,12,9,53,58,12,9,53
14922,14/7/2016,R17,Sydney,10,10,70,Hawthorn,11,9,75,-5,2016,Regular,17,201617,SCG,49,10,17,55,49,10,17,55
14923,15/7/2016,R17,Fremantle,9,7,61,Geelong,11,12,78,-17,2016,Regular,17,201617,Domain Stadium,50,9,6,35,50,9,6,35
14924,16/7/2016,R17,Richmond,16,6,102,Essendon,11,17,83,19,2016,Regular,17,201617,MCG,53,10,18,40,53,10,18,40
14925,16/7/2016,R17,North Melbourne,10,17,77,Port Adelaide,16,9,105,-28,2016,Regular,17,201617,Marvel Stadium,45,16,10,53,45,16,10,53
14926,16/7/2016,R17,Footscray,15,17,107,Gold Coast,8,11,59,48,2016,Regular,17,201617,Cazalys Stadium,39,10,4,41,39,10,4,41
14927,16/7/2016,R17,Adelaide,14,13,97,Collingwood,10,9,69,28,2016,Regular,17,201617,Adelaide Oval,48,8,19,54,48,8,19,54
14928,17/7/2016,R17,Carlton,11,9,75,West Coast,12,10,82,-7,2016,Regular,17,201617,MCG,48,13,14,34,48,13,14,34
14929,17/7/2016,R17,St Kilda,15,20,110,Melbourne,11,8,74,36,2016,Regular,17,201617,Marvel Stadium,50,12,3,50,50,12,3,50
14930,17/7/2016,R17,Brisbane Lions,9,13,67,GWS,22,14,146,-79,2016,Regular,17,201617,Gabba,77,21,26,46,77,21,26,46
14931,22/7/2016,R18,Collingwood,12,12,84,North Melbourne,18,16,124,-40,2016,Regular,18,201618,Marvel Stadium,61,11,15,47,61,11,15,47
14932,23/7/2016,R18,Sydney,10,14,74,Carlton,10,8,68,6,2016,Regular,18,201618,SCG,53,3,11,36,53,3,11,36
14933,23/7/2016,R18,Gold Coast,16,9,105,Fremantle,12,9,81,24,2016,Regular,18,201618,People First Stadium,41,12,9,49,41,12,9,49
14934,23/7/2016,R18,West Coast,10,6,66,Melbourne,8,12,60,6,2016,Regular,18,201618,Domain Stadium,66,12,18,46,66,12,18,46
14935,23/7/2016,R18,Geelong,12,13,85,Adelaide,7,13,55,30,2016,Regular,18,201618,GMHBA Stadium,46,6,6,39,46,6,6,39
14936,23/7/2016,R18,Footscray,9,6,60,St Kilda,11,9,75,-15,2016,Regular,18,201618,Marvel Stadium,48,9,10,39,48,9,10,39
14937,24/7/2016,R18,Essendon,12,19,91,Brisbane Lions,20,8,128,-37,2016,Regular,18,201618,Marvel Stadium,54,11,13,52,54,11,13,52
14938,24/7/2016,R18,Hawthorn,16,18,114,Richmond,5,14,44,70,2016,Regular,18,201618,MCG,37,11,9,26,37,11,9,26
14939,24/7/2016,R18,Port Adelaide,9,6,60,GWS,11,13,79,-19,2016,Regular,18,201618,Adelaide Oval,59,5,23,67,59,5,23,67
14940,29/7/2016,R19,Geelong,16,7,103,Footscray,11,12,78,25,2016,Regular,19,201619,GMHBA Stadium,53,7,15,71,53,7,15,71
14941,30/7/2016,R19,GWS,17,9,111,Richmond,3,5,23,88,2016,Regular,19,201619,Manuka Oval,38,7,9,31,38,7,9,31
14942,30/7/2016,R19,Hawthorn,10,14,74,Carlton,7,13,55,19,2016,Regular,19,201619,UTAS Stadium,47,15,11,53,47,15,11,53
14943,30/7/2016,R19,Collingwood,13,13,91,West Coast,11,6,72,19,2016,Regular,19,201619,MCG,47,12,13,48,47,12,13,48
14944,30/7/2016,R19,North Melbourne,12,13,85,St Kilda,8,14,62,23,2016,Regular,19,201619,Marvel Stadium,57,12,4,28,57,12,4,28
14945,30/7/2016,R19,Brisbane Lions,11,13,79,Port Adelaide,25,23,173,-94,2016,Regular,19,201619,Gabba,77,30,19,57,77,30,19,57
14946,31/7/2016,R19,Melbourne,9,12,66,Gold Coast,9,10,64,2,2016,Regular,19,201619,MCG,41,10,20,48,41,10,20,48
14947,31/7/2016,R19,Fremantle,7,5,47,Sydney,21,11,137,-90,2016,Regular,19,201619,Domain Stadium,63,12,6,48,63,12,6,48
14948,31/7/2016,R19,Adelaide,22,11,143,Essendon,9,7,61,82,2016,Regular,19,201619,Adelaide Oval,45,13,4,61,45,13,4,61
14949,5/8/2016,R20,Richmond,14,8,92,Collingwood,11,11,77,15,2016,Regular,20,201620,MCG,48,7,10,52,48,7,10,52
14950,6/8/2016,R20,Sydney,14,16,100,Port Adelaide,4,9,33,67,2016,Regular,20,201620,SCG,36,7,1,68,36,7,1,68
14951,6/8/2016,R20,Melbourne,17,8,110,Hawthorn,11,15,81,29,2016,Regular,20,201620,MCG,50,10,12,53,50,10,12,53
14952,6/8/2016,R20,Gold Coast,13,6,84,GWS,14,8,92,-8,2016,Regular,20,201620,People First Stadium,53,13,12,43,53,13,12,43
14953,6/8/2016,R20,Footscray,9,7,61,North Melbourne,7,5,47,14,2016,Regular,20,201620,Marvel Stadium,45,7,9,41,45,7,9,41
14954,6/8/2016,R20,Adelaide,27,15,177,Brisbane Lions,6,3,39,138,2016,Regular,20,201620,Adelaide Oval,29,3,0,55,29,3,0,55
14955,7/8/2016,R20,Carlton,7,9,51,St Kilda,19,8,122,-71,2016,Regular,20,201620,MCG,54,27,18,33,54,27,18,33
14956,7/8/2016,R20,Geelong,15,10,100,Essendon,4,10,34,66,2016,Regular,20,201620,Marvel Stadium,37,12,9,38,37,12,9,38
14957,7/8/2016,R20,Fremantle,9,10,64,West Coast,17,8,110,-46,2016,Regular,20,201620,Domain Stadium,60,14,11,39,60,14,11,39
14958,12/8/2016,R21,Footscray,14,11,95,Collingwood,14,8,92,3,2016,Regular,21,201621,Marvel Stadium,51,14,8,47,51,14,8,47
14959,13/8/2016,R21,Brisbane Lions,15,9,99,Carlton,13,17,95,4,2016,Regular,21,201621,Gabba,68,14,20,43,68,14,20,43
14960,13/8/2016,R21,Hawthorn,14,12,96,North Melbourne,8,9,57,39,2016,Regular,21,201621,MCG,47,9,13,32,47,9,13,32
14961,13/8/2016,R21,GWS,14,12,96,West Coast,14,13,97,-1,2016,Regular,21,201621,ENGIE Stadium,58,11,10,50,58,11,10,50
